Id,CanonicalItem,Aliases,CuFtS,CuFtM,CuFtL,WeightSLb,WeightMLb,WeightLLb,TwoPersonFlag,StackableFlag,StackableSavingsPct,FitsElevatorHint,BaseTimeSMin,BaseTimeMMin,BaseTimeLMin,DisassemblyAdderSMin,DisassemblyAdderMMin,DisassemblyAdderLMin,BulkyAdderSMin,BulkyAdderMMin,BulkyAdderLMin,HeavyAdderSMin,HeavyAdderMMin,HeavyAdderLMin,StairsAdderPerFlightSMin,StairsAdderPerFlightMMin,StairsAdderPerFlightLMin,ElevatorAdderPerRideSMin,ElevatorAdderPerRideMMin,ElevatorAdderPerRideLMin,UnloadMultiplierMainFloor,UnloadMultiplierElevator,UnloadMultiplierStairs,ClassificationLogicNotes,CreatedAt,UpdatedAt
649,outdoor armchair,"patio chair, garden chair",6,9,12,40,45,50,No,No,0,yes,5,8,12,0,0,0,0,2,3,0,0,0,0.5,1.5,2.5,0.5,1,1.5,0.9,1,1.1,"Mapped to chair archetype, adjusted for outdoor bulk and material.",34:46.2,34:46.2
650,pillows,"cushion, throw pillow, bed pillow",1,1.5,2.5,5,5,10,No,Yes,20,yes,3,4,5,0,0,0,0,0,0,0,0,0,0.5,0.5,1,0.5,0.5,0.5,0.9,1,1.1,"Soft goods, easily stackable, light weight.",39:14.5,39:14.5
651,bench,"seat, ottoman",8,12,18,45,50,60,Yes,No,0,depends,5,8,12,0,2,4,0,4,6,0,0,0,0.5,1.5,2.5,0.5,1,1.5,0.9,1,1.1,"Bench, similar to large chair/small sofa. Length makes it bulky.",41:58.2,41:58.2
652,pouf,"ottoman, footstool, floor cushion",3,5,8,10,15,25,Yes,No,0,depends,4,6,8,0,0,0,0,0,2,0,0,0,0.5,1,1.5,0.5,1,1.5,0.9,1,1.1,"Soft, light, generally easy to move. Larger sizes may be awkward.",59:57.2,59:57.2
653,hanging chair,"swing chair, suspended chair, egg chair",10,18,28,30,50,80,Yes,No,0,depends,8,12,16,5,10,15,3,5,8,0,0,0,1,2,3,1,1.5,2,0.95,1,1.15,"Awkward shape, often requires disassembly of stand. Can be bulky.",59:57.2,59:57.2
654,accent chair,"decorative chair, side chair, occasional chair",5,8,12,20,35,50,Yes,No,0,depends,6,8,12,0,0,0,0,0,0,0,0,0,1,1.5,2,1,1.5,2,0.9,1,1.1,"Standard chair, generally easy to move. No disassembly.",59:57.2,59:57.2
655,vintage radio,"antique radio, retro radio, tube radio",1,2,3,10,15,20,No,Yes,15,yes,3,4,5,0,0,0,0,0,0,0,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.9,1,1.1,"Small, fragile electronic. Requires careful handling.",59:57.2,59:57.2
656,vintage stereo console,"stereo cabinet, record player console, hi-fi console",20,35,50,100,150,200,Yes,No,0,depends,12,16,20,0,0,0,5,8,10,5,10,15,2,3,4,1.5,2,2.5,0.95,1.05,1.2,"Very heavy, bulky, fragile electronics inside. Requires two people.",59:57.2,59:57.2
657,pendant light,"hanging lamp, ceiling light, chandelier (small)",0.5,1,2,5,10,15,No,Yes,10,yes,3,4,5,0,0,0,0,0,0,0,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.9,1,1.1,"Small, fragile, usually boxed. Requires careful handling.",59:57.2,59:57.2
658,vase,"flower vase, decorative vase, ceramic vase",0.2,0.5,1,2,5,10,No,No,0,yes,2,3,4,0,0,0,0,0,0,0,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.9,1,1.1,"Small, very fragile. Requires careful handling and packing.",59:57.2,59:57.2
659,radio,"portable radio, boombox, clock radio",0.5,1,2,3,5,10,No,Yes,15,yes,2,3,4,0,0,0,0,0,0,0,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.9,1,1.1,"Small electronic, generally easy to move and stack.",59:57.2,59:57.2
660,stereo console,"record player console, audio cabinet, hifi console",17,20,23,85,100,115,Yes,No,0,yes,7,8,9,0,0,0,3,4,5,0,5,5,1,2,3,1,1,2,0.9,1,1.1,"Similar to small dresser, often solid wood and bulky.",04:39.1,04:39.1
661,rectangular side table,"end table, accent table, small coffee table",4,5,6,20,25,30,No,No,0,yes,4,5,6,1,2,3,0,0,0,0,0,0,0,1,1,0,1,1,0.9,1,1.1,"Small, light furniture item, may require minor leg disassembly.",04:39.1,04:39.1
662,tall metal bookshelf,"metal shelving unit, tall metal shelf, industrial bookshelf",12,15,18,65,75,85,Yes,No,0,depends,7,8,9,8,10,12,5,6,7,0,0,0,1,2,3,1,2,3,0.9,1,1.15,"Tall and potentially awkward, often requires disassembly for transport.",04:39.1,04:39.1
663,floor vase,"large vase, decorative vase, ceramic vase",2,3,4,15,20,25,No,No,0,yes,3,4,5,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0.95,1.05,1.15,"Fragile decorative item, requires careful handling.",04:39.1,04:39.1
664,medium potted plant,"potted plant, plant",6,7,8,35,40,45,Yes,No,0,depends,10,11,12,0,0,0,4,5,6,0,0,0,0.5,1.5,2.5,0.5,1,1.5,0.9,1,1.1,"Fragile, awkward shape, can be heavy. L size may require two people.",12:46.3,12:46.3
665,outdoor wicker sofa,"wicker sofa, patio sofa, outdoor couch",42.5,50,57.5,75,90,105,Yes,No,0,depends,10,12,14,0,0,0,5,6,7,0,0,0,1.5,2.5,3.5,1,1.5,2,0.9,1,1.1,"Sofa archetype, wicker material, bulky item.",46:27.1,46:27.1
666,outdoor wicker armchair,"wicker chair, patio chair, outdoor single chair",8.5,10,11.5,15,20,25,No,No,0,yes,6,7,8,0,0,0,0,0,0,0,0,0,0.5,1,1.5,0.5,1,1.5,0.9,1,1.1,"Chair archetype, wicker material.",46:27.1,46:27.1
667,shelf unit,"shelving unit, bookcase",21.3,25,28.8,65,75,85,Yes,No,0,depends,5,8,12,0,0,0,0,0,0,0,0,0,0.5,1,1.5,0.5,1,1.5,0.9,1,1.1,"Mapped to small dresser archetype, adjusted for typical shelf unit dimensions and weight.",53:36.2,53:36.2
668,dressing table,vanity table,15,18,21,65,75,85,Yes,No,0,depends,9,13,17,6,8,10,0,0,0,0,0,0,0.5,1.5,2.5,0.5,1,1.5,0.9,1,1.1,"Similar to small desk, often with mirror/drawers.",32:05.6,32:05.6
669,shelving unit,"shelf, bookcase",15,25,35,50,80,160,Yes,No,0,depends,8,12,18,0,5,10,0,4,8,0,0,5,0.5,1.5,3,0.5,1,2,0.9,1,1.1,"General shelving unit, can vary in size and weight. Disassembly possible for larger units.",05:22.3,05:22.3
670,pillow,"cushion, bed pillow, throw pillow",1,1.5,2.5,5,5,5,No,Yes,20,yes,3,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9,1,1.1,"Soft good, very light and stackable.",21:40.1,21:40.1
671,desk,"office desk, writing desk",17,20,23,85,100,115,Yes,No,0,depends,7,8,9,7,8,9,5,6,7,0,0,0,1.5,1.5,2,1.5,1.5,2,0.9,1,1.1,"Mapped to desk archetype, adjusted for size and typical construction.",43:18.3,43:18.3
672,vanity dresser,"vanity, dressing table",10,20,35,70,100,130,Yes,No,0,depends,6,8,12,0,3,6,0,0,0,0,0,0,0.5,1.5,2.5,0.5,1,1.5,0.9,1,1.1,"Mapped to dresser archetype, adjusted for vanity size/weight and potential mirror.",19:52.9,19:52.9
673,glass display cabinet,"display case glass, curio cabinet glass",13,15,17,100,120,140,Yes,No,0,depends,7,10,13,0,2,3,0,0,0,0,0,5,1,2,3,1,2,3,0.95,1.05,1.15,"Fragile item with glass panels, requires careful handling. Volume/weight based on small cabinet archetype.",24:26.5,24:26.5
674,wood display cabinet,"display case wood, curio cabinet wood",13,15,17,135,160,185,Yes,No,0,depends,7,10,13,0,2,3,0,0,0,0,5,10,1,2,4,1,2,3,0.95,1.05,1.2,"Heavy item made of wood, similar to small dresser. Volume/weight based on small cabinet archetype.",24:26.5,24:26.5
675,tv stand,"television stand, media console, entertainment center small",9,10,12,60,70,80,Yes,No,0,yes,6,8,10,2,4,6,0,0,4,0,0,0,1,1,2,1,1,1,0.9,1,1.1,"Standard media console, often requires minor disassembly for shelves/cables. Volume/weight based on small console.",24:26.5,24:26.5
676,speaker,"audio speaker, loudspeaker",3,7,12,15,45,100,Yes,No,0,depends,4,8,14,0,0,0,0,2,5,0,0,0,0.5,1.5,3,0.5,1,2,0.9,1,1.1,"Mapped to general electronics/furniture. Fragile, awkward for L.",42:10.9,42:10.9
677,leather recliner chair,"recliner, armchair recliner",12,15,18,65,80,95,Yes,No,0,depends,8,10,12,0,0,0,4,6,8,0,5,10,1,2,3,1,2,3,0.9,1,1.1,"Based on chair archetype, adjusted for recliner bulk and weight.",30:48.3,30:48.3
678,leather ottoman,"footstool, pouf",4,5,6,20,25,30,No,No,0,yes,4,5,6,0,0,0,0,0,0,0,0,0,1,1,2,1,1,2,0.9,1,1.1,Based on small chair/stool archetype.,30:48.3,30:48.3
679,fireplace tools,"fire tools, fire poker set",0.8,1,1.2,10,15,20,No,No,0,yes,2,3,4,0,0,0,1,2,3,0,0,0,0,1,1,0,1,1,0.9,1,1.1,"Small, awkward, potentially sharp item.",30:48.3,30:48.3
680,coffee maker,"coffeemaker, espresso machine",0.8,1,1.2,8,10,12,No,No,0,yes,2,3,4,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0.9,1,1.1,"Small kitchen appliance, fragile.",30:48.3,30:48.3
681,electronics,"electronic device,gadget,stereo,computer,tv,monitor,game console,dvd player,vcr,receiver,speaker,printer,scanner,modem,router",3,6,10,45,90,150,Yes,No,0,depends,5,8,12,0,0,0,0,2,4,0,0,5,0.5,1.5,3,0.5,1,2,0.9,1,1.1,General category for various electronic devices. Volumes and weights are averages. Assumes some cabling.,29:45.3,29:45.3
682,wooden coffee table,"coffee table wood, wood coffee table, living room table",10,12,14,60,70,80,Yes,No,0,yes,6,8,10,0,4,6,0,0,4,0,0,0,1,2,3,1,1,2,0.9,1,1.1,"Wooden coffee table, medium bulk, potential leg disassembly.",26:51.2,26:51.2
683,tv stand entertainment center,"tv console, media console, entertainment unit",17,20,23,100,120,140,Yes,No,0,depends,8,10,14,4,6,8,0,4,6,0,0,0,1,2,3,1,2,2,0.9,1,1.1,"TV stand/entertainment center, often long, potential for shelves/doors.",26:51.2,26:51.2
684,display cabinet glass door,"curio cabinet, china cabinet, glass cabinet",21,25,29,130,150,170,Yes,No,0,depends,10,12,16,6,8,10,4,6,8,0,5,10,2,3,4,2,2,3,0.95,1.05,1.15,"Fragile display cabinet with glass doors, often tall and heavy.",26:51.2,26:51.2
685,tall storage cabinet,"utility cabinet, pantry cabinet, linen cabinet",30,35,40,150,180,210,Yes,No,0,no,10,12,16,6,8,10,4,6,8,5,10,15,2,3,4,2,3,3,0.95,1.05,1.15,"Tall and heavy storage cabinet, often too tall for elevators.",26:51.2,26:51.2
686,floating wall shelves,"wall shelf, shelf unit, book shelf small",1,2,3,5,10,15,No,Yes,20,yes,3,3,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.85,0.95,1.05,"Small, light, stackable item, easily moved by one person.",26:51.2,26:51.2
687,sofa blue,"couch blue, blue sofa, living room sofa",60,70,80,170,200,230,Yes,No,0,no,12,15,18,6,8,10,8,10,12,5,10,15,3,4,4,2,3,3,0.95,1.05,1.2,"Large, bulky, heavy sofa, often requires two people and may not fit elevators.",26:51.2,26:51.2
688,large sectional sofa,"sectional couch, sectional, large couch",85,100,120,300,350,450,Yes,No,0,no,18,20,25,8,10,12,8,10,12,10,15,20,3,4,5,2,3,4,0.95,1.05,1.2,Estimated as multi-piece large upholstered furniture.,55:42.5,55:42.5
689,small end table,"small side table, small nightstand",3,4,5,15,20,25,No,Yes,15,yes,3,4,5,1,2,3,0,0,0,0,0,0,0.5,1,1.5,0.5,0.5,1,0.85,0.95,1.05,"Estimated as small, light furniture item.",55:42.5,55:42.5
690,tall shelving unit,"tall bookshelf, tall display shelf",20,25,30,70,80,90,Yes,No,0,depends,8,10,12,4,6,8,3,4,5,0,0,0,1.5,2,2.5,1,1.5,2,0.9,1,1.1,"Estimated as tall, potentially awkward furniture with shelves.",55:42.5,55:42.5
691,large artificial plant,"large fake plant, large faux plant, large potted plant",6,8,10,20,25,30,No,No,0,yes,5,6,7,0,0,0,2,3,4,0,0,0,0.5,1,1.5,0.5,1,1.5,0.9,1,1.1,"Estimated as bulky, fragile decorative item.",55:42.5,55:42.5
692,upholstered recliner,"recliner chair, armchair recliner",12,15,18,70,80,90,Yes,No,0,depends,8,10,12,3,4,5,4,5,6,0,0,0,1.5,2,2.5,1,1.5,2,0.9,1,1.15,"Estimated as bulky, heavy upholstered chair with mechanism.",55:42.5,55:42.5
693,brass floor lamp,"tall brass lamp, standing brass lamp",3,4,5,15,20,25,No,No,0,yes,4,5,6,1,2,3,0,0,0,0,0,0,0.5,1,1.5,0.5,0.5,1,0.9,1,1.1,"Estimated as tall, fragile decorative item.",55:42.5,55:42.5
694,tall artificial plant,"tall fake plant, tall faux plant, tall potted plant",6,8,10,20,25,30,No,No,0,depends,5,6,7,0,0,0,2,3,4,0,0,0,0.5,1,1.5,0.5,1,1.5,0.9,1,1.1,"Estimated as tall, bulky, fragile decorative item.",55:42.5,55:42.5
695,metal decorative bookshelf,"bookshelf metal, decorative shelf",15,18,21,85,100,115,Yes,No,0,depends,10,12,14,0,2,4,0,4,6,0,0,0,1,2,3,1,1,2,0.9,1,1.1,"Mapped to bookshelf archetype, adjusted for metal and decorative nature.",15:48.5,15:48.5
696,wooden desk,"desk, wood desk",21.25,25,28.75,100,120,140,Yes,No,0,depends,7,8,9,7,8,9,5,6,7,0,0,0,1.3,1.5,1.7,1.3,1.5,1.7,0.9,1,1.1,"Desk, wood construction, often requires disassembly.",16:34.6,16:34.6
697,DefaultItem,"outdoor sofa, patio couch, wicker couch",32,38,44,65,75,85,Yes,No,0,depends,8,12,16,0,0,0,4,6,8,0,0,0,1,2,3,1,2,2,0.9,1,1.15,"Wicker sofa, relatively light but bulky. Requires two people for larger sizes.",21:01.1,21:01.1
698,metal jug,"metal pitcher, decorative jug, water jug",0.4,0.5,0.6,15,15,20,No,Yes,15,yes,3,3,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.85,0.95,1.05,"Small, stackable metal jug. Easily handled by one person.",21:01.1,21:01.1
699,plastic table,"plastic dining table, folding table plastic",12.75,15,17.25,20,25,30,No,Yes,20,yes,4,7,10,0,0,2,0,0,0,0,0,0,0.5,1,1.5,0.5,1,1.5,0.9,1,1.1,"Lightweight, often foldable table. Stackable.",59:23.4,59:23.4
700,upholstered armchair,"upholstered armchair, armchair upholstered",3.83,6.8,8.5,30,55,65,Yes,No,0,depends,5,8,15,0,0,0,5,8,10,5,10,15,1,2,3,1,1,2,0.9,1,1.1,Upholstered armchair is a bulky and often heavy item. May require disassembly for tight spaces or elevators. Two person lift is common.,59:34.1,59:34.1
